model_name	response	control	model_type	term	estimate	std.error	statistic	p.value	conf.low	conf.high	neg_log10_pvalue	sample_size	rank	bonf_pvalue	fdr_pvalue
model_04	MetS	mzid_443.207628_3.4932, AGE8, sex	classif	AGE8	0.411974681137457	0.05881950740876334	7.0040484745045335	2.4867001255456076e-12	0.29771022617754206	0.5284167682521829	11.604376583718011	1410	1523	2.8146958721050733e-8	1.8481259829974218e-11
model_04	MetS	mzid_395.241336_2.6439, AGE8, sex	classif	AGE8	0.4116301450980662	0.0587719760405748	7.003850692613881	2.4902149322751793e-12	0.29745301921573347	0.5279739629925945	11.603763167011618	1410	1524	2.8186742818422755e-8	1.8493253789282163e-11
model_04	MetS	mzid_265.178650_4.4230, AGE8, sex	classif	AGE8	0.4118417103488026	0.058802828074292664	7.003773863197083	2.491581591011158e-12	0.29759663626662897	0.5282380032336926	11.60352488656006	1410	1525	2.8202212028655295e-8	1.8493253789282163e-11
model_04	MetS	mzid_317.208591_4.5533, AGE8, sex	classif	AGE8	0.4112043447191921	0.058722152911380325	7.002542044733188	2.5135941607124437e-12	0.29712320484057897	0.527448370668326	11.599704841205005	1410	1526	2.845137230510415e-8	1.8644411733357897e-11
model_04	MetS	mzid_367.207707_2.5064, AGE8, sex	classif	AGE8	0.4124644792184376	0.05890430889854425	7.002280256421635	2.518296828051111e-12	0.29802411369267573	0.5290635523822735	11.598893081540663	1410	1527	2.8504601796710526e-8	1.8667060770602833e-11
model_04	MetS	mzid_351.169485_2.5907, AGE8, sex	classif	AGE8	0.4145794141983872	0.05920765549892926	7.002125159404169	2.5210870021399982e-12	0.29955497267789055	0.531785692366271	11.598412166660983	1410	1528	2.853618377722264e-8	1.8675512943208534e-11
model_06	curr_diab9	mzid_335.223807_5.0923, AGE8, sex, BMI8, gluco8	classif	mzid_335.223807_5.0923	0.6486998892443261	0.09264839884070283	7.001738803491717	2.528050681958754e-12	0.4692665186259772	0.8330174380200731	11.597214223635547	1113	1529	2.8615005669091138e-8	1.871485001248603e-11
model_04	MetS	mzid_424.270187_4.3446, AGE8, sex	classif	AGE8	0.41129703376722526	0.05874667898271733	7.001196338064057	2.5378599274296017e-12	0.2971689640005558	0.5275899583946573	11.595532351675173	1410	1530	2.8726036518575663e-8	1.8775187267042917e-11
model_04	MetS	mzid_265.177947_4.9840, AGE8, sex	classif	AGE8	0.41177916865614234	0.058819131665344804	7.000769256489303	2.545608974071758e-12	0.29750416041375144	0.5282110377720275	11.594208306670241	1410	1531	2.881374797751823e-8	1.8820214224375068e-11
model_04	MetS	mzid_341.234168_3.7566, AGE8, sex	classif	AGE8	0.4115700136298451	0.05879024316432839	7.00065166390687	2.5477466666163658e-12	0.2973557057787972	0.527947494739997	11.593843757953781	1410	1532	2.8837944519430645e-8	1.8823723576651855e-11
model_04	MetS	mzid_331.227859_6.1732, AGE8, sex	classif	AGE8	0.41194526823859345	0.05884565545969255	7.000436396205378	2.5516645384055187e-12	0.2976173735843722	0.5284270290645499	11.593176421916262	1410	1533	2.8882290910212066e-8	1.88403724137065e-11
model_04	MetS	mzid_305.173788_5.1941, AGE8, sex	classif	AGE8	0.4159465686636973	0.05942166933358298	6.999913892163567	2.5611987039960563e-12	0.3005112400790932	0.5335818122398676	11.591556726607164	1410	1534	2.899020813053136e-8	1.8898440763058252e-11
model_04	MetS	mzid_335.260451_4.8997, AGE8, sex	classif	AGE8	0.4113665883605443	0.05877156413479055	6.999415353606878	2.570328136147053e-12	0.29718537734079675	0.5277046175449008	11.590011429734425	1410	1535	2.9093544173048493e-8	1.89522448292161e-11
model_04	MetS	mzid_361.161884_4.4617, AGE8, sex	classif	AGE8	0.41204498987698296	0.05886917933653611	6.999333004481932	2.571839213506134e-12	0.2976802035869016	0.5285831357776917	11.58975618616375	1410	1536	2.911064805767593e-8	1.89522448292161e-11
model_04	MetS	mzid_307.191136_3.4622, AGE8, sex	classif	AGE8	0.4123044358350616	0.05891313804074865	6.998514245665909	2.5869106212864804e-12	0.2978367315205604	0.528910679765586	11.587218576058346	1410	1537	2.928124132234167e-8	1.9050905219480595e-11
model_04	MetS	mzid_407.243958_2.7357, AGE8, sex	classif	AGE8	0.4110112916007298	0.05873366800849647	6.9978822290014735	2.5986037544433877e-12	0.2969030592486998	0.5272742066310661	11.585259938420622	1410	1538	2.9413595896544704e-8	1.912457470516561e-11
model_04	MetS	mzid_321.240051_4.6227, AGE8, sex	classif	AGE8	0.411065177981004	0.058746349583143766	6.997288868123168	2.6096288733988564e-12	0.29693635368067134	0.5273561178882497	11.583421251165683	1410	1539	2.9538389218001655e-8	1.9193235359325313e-11
model_04	MetS	mzid_389.230961_5.7157, AGE8, sex	classif	AGE8	0.4109637731732991	0.05874036634467637	6.996275283028511	2.628568298887741e-12	0.2968403025551281	0.5272376735814859	11.580280734093641	1410	1540	2.9752764575110343e-8	1.9319976996824897e-11
model_04	MetS	mzid_343.228420_4.7564, AGE8, sex	classif	AGE8	0.4111309068907269	0.058768915071685524	6.995720550383396	2.638990809520339e-12	0.29695716583300874	0.527465850511406	11.578562122239804	1410	1541	2.987073697296072e-8	1.9383995439948553e-11
model_04	MetS	mzid_279.196669_4.7044, AGE8, sex	classif	AGE8	0.41084868846532596	0.05873742700131497	6.9946660832815875	2.6589143652474365e-12	0.29673584988398266	0.5271212506412162	11.575295649618184	1410	1542	3.0096251700235736e-8	1.951767295735132e-11
model_04	MetS	mzid_405.112386_3.1193, AGE8, sex	classif	AGE8	0.41073166583140625	0.058725894774388776	6.994046960192633	2.670680997814689e-12	0.29663588317480244	0.5269762448474272	11.573377983623159	1410	1543	3.022943821426446e-8	1.959134038513575e-11
model_04	MetS	mzid_337.234159_6.3480, AGE8, sex	classif	AGE8	0.410978650543671	0.05877616665846127	6.992267000531031	2.7047948837363733e-12	0.29678713274746094	0.5273243586358225	11.567865663732661	1410	1544	3.061557328901201e-8	1.982873917682125e-11
model_04	MetS	mzid_468.206632_6.3044, AGE8, sex	classif	AGE8	0.41090413253786817	0.058767561179698655	6.992022882852175	2.7095067287776292e-12	0.2967274964151061	0.527230604624621	11.567109766125158	1410	1545	3.066890666303398e-8	1.98430661573291e-11
model_04	MetS	mzid_341.210749_5.5038, AGE8, sex	classif	AGE8	0.4123077133607005	0.05896862826879022	6.991984135722532	2.710255347577594e-12	0.29774537262141687	0.5290372192536958	11.566989790003934	1410	1546	3.067738027923078e-8	1.98430661573291e-11
model_04	MetS	mzid_343.226106_4.9615, AGE8, sex	classif	AGE8	0.41145683038678726	0.05885809403599699	6.99065841539389	2.7359916524598995e-12	0.29710324401727206	0.5279613465413738	11.562885231987059	1410	1547	3.09686895141936e-8	2.00185452580437e-11
model_04	MetS	mzid_411.249367_6.3044, AGE8, sex	classif	AGE8	0.4111577754721008	0.05881859377135508	6.990268707721749	2.7436025513456415e-12	0.29688135492838436	0.527584825517534	11.561678801951903	1410	1548	3.105483727868132e-8	2.0061264391912994e-11
model_04	MetS	mzid_424.270123_4.2680, AGE8, sex	classif	AGE8	0.41074608420184106	0.058761188329353904	6.990091519246124	2.747069862941771e-12	0.2965889316207442	0.5270665277472713	11.561130295546937	1410	1549	3.1094083778637906e-8	2.0073649953930216e-11
model_04	MetS	mzid_281.177557_4.0425, AGE8, sex	classif	AGE8	0.41061059248900494	0.05874962837495943	6.98916067806171	2.7653557285303275e-12	0.2964747631726	0.526907446179199	11.558248994196287	1410	1550	3.130106149123478e-8	2.0194233220151468e-11
model_04	MetS	mzid_231.176236_3.7337, AGE8, sex	classif	AGE8	0.4106242849182359	0.058753269488264204	6.9889605888274335	2.7693019310677646e-12	0.29648248101910246	0.5269293824486795	11.557629691474311	1410	1551	3.134572855775603e-8	2.0210011965026452e-11
model_04	MetS	mzid_289.180942_4.4067, AGE8, sex	classif	AGE8	0.41187883156359595	0.0589478397188405	6.9871743142430045	2.8047768161043663e-12	0.29736629040273327	0.5285778698054114	11.552101691053316	1410	1552	3.174726878148532e-8	2.045571442106013e-11
model_04	MetS	mzid_347.222837_4.1583, AGE8, sex	classif	AGE8	0.4107446832412303	0.05878724051612092	6.986969955301677	2.808863623278916e-12	0.29653243672905233	0.527112625376972	11.551469346271979	1410	1553	3.179352735189405e-8	2.0472329267156505e-11
model_01	AGE8	mzid_363.253596_6.0789, sex	regr	mzid_363.253596_6.0789	-0.184834038199021	0.02623035500005388	-7.046570212208006	2.8305556211332573e-12	-0.2362877172922158	-0.1333803591058262	11.548128306699219	1447	1554	3.203905907560734e-8	2.0617155132308458e-11
model_04	MetS	mzid_371.244846_5.4777, AGE8, sex	classif	AGE8	0.4103357241222816	0.058751477439944085	6.9842622177753375	2.86356789151447e-12	0.2961960321331629	0.5266359556883159	11.543092515864577	1410	1555	3.241272496405229e-8	2.0844196118361598e-11
model_04	MetS	mzid_315.198118_4.1045, AGE8, sex	classif	AGE8	0.41051772644840595	0.05877885953684112	6.984104994264199	2.8667761640551753e-12	0.2963245707712696	0.5268721360968199	11.542606215149318	1410	1556	3.244903940094053e-8	2.085413843248106e-11
model_04	MetS	mzid_315.193470_3.8337, AGE8, sex	classif	AGE8	0.41130930975483143	0.0588933330477242	6.983970654565042	2.8695202664202418e-12	0.2968963074368688	0.5278926605046104	11.542190703635825	1410	1557	3.2480099895610716e-8	2.0860693574573356e-11
model_04	MetS	mzid_341.198621_4.0425, AGE8, sex	classif	AGE8	0.41039275924187135	0.05876481746891667	6.983647306637962	2.87613572864763e-12	0.2962270749518352	0.526719162400418	11.541190622874758	1410	1558	3.2554980312562526e-8	2.0895366054276332e-11
model_02	sex	mzid_331.189002_5.6786, AGE8	classif	mzid_331.189002_5.6786	0.39565622488031926	0.05665961706044235	6.983037397839242	2.8886547532575113e-12	0.2856470239608767	0.5078910497191814	11.539304361137805	1447	1559	3.269668315212177e-8	2.0972856415729166e-11
model_04	MetS	mzid_387.220411_2.6667, AGE8, sex	classif	AGE8	0.41254861158775996	0.059084615103221744	6.982335602373496	2.903125976698186e-12	0.297746691115741	0.5294929862780227	11.53713411821662	1410	1560	3.286048293024677e-8	2.106441213477357e-11
model_04	MetS	mzid_391.251488_4.4307, AGE8, sex	classif	AGE8	0.41466118734803037	0.05939393349561389	6.981541092553706	2.9195948073315017e-12	0.29928852915065796	0.5322503345315078	11.534677417438765	1410	1561	3.304689362418527e-8	2.1170335441502413e-11
model_04	MetS	mzid_335.222116_2.8533, AGE8, sex	classif	AGE8	0.41118145358237	0.05890819156565787	6.980038644100549	2.950988805681878e-12	0.29674126915783583	0.5277975520741277	11.530032437955077	1410	1562	3.340224229151318e-8	2.1384278035539808e-11
model_04	MetS	mzid_640.283729_4.8153, AGE8, sex	classif	AGE8	0.4102614007750704	0.058783394130543405	6.979205723711378	2.968535244534115e-12	0.29605666282337034	0.5266230224187181	11.527457790458381	1410	1563	3.360085043288165e-8	2.1489548616070222e-11
model_04	MetS	mzid_359.220468_5.0689, AGE8, sex	classif	AGE8	0.41026548361084425	0.05878539933892237	6.979037111672788	2.9720996850576386e-12	0.2960560370194095	0.5266292095978294	11.526936628308357	1410	1564	3.364119633516741e-8	2.1489548616070222e-11
model_04	MetS	mzid_462.232019_3.6894, AGE8, sex	classif	AGE8	0.41000680129987843	0.058748741658768214	6.9789886510477315	2.973124913751418e-12	0.29586543698378615	0.5262957106887582	11.526786843834646	1410	1565	3.3652800898752295e-8	2.1489548616070222e-11
model_04	MetS	mzid_394.260892_3.7266, AGE8, sex	classif	AGE8	0.41022476470789465	0.05877999366481798	6.978986201446794	2.97317674649909e-12	0.2960276376831652	0.5265789373641137	11.526779272514663	1410	1566	3.36533875936232e-8	2.1489548616070222e-11
model_04	MetS	mzid_395.239110_3.4235, AGE8, sex	classif	AGE8	0.4111014747263603	0.05890634557100099	6.978899654042391	2.9750086298597086e-12	0.29665552895464314	0.5277026767040108	11.526511770138788	1410	1567	3.367412268138204e-8	2.1489548616070222e-11
model_04	MetS	mzid_425.253084_1.5497, AGE8, sex	classif	AGE8	0.41138114284035265	0.058950844028463706	6.978375791222297	2.9861204859464503e-12	0.29685522339721043	0.5280771307953543	11.524892673059076	1410	1568	3.379989778042787e-8	2.1549268664432514e-11
model_04	MetS	mzid_331.189054_3.6654, AGE8, sex	classif	AGE8	0.41151935071581985	0.05897103224700557	6.978330462185796	2.9870838885497496e-12	0.29695764924557777	0.528261120542012	11.52475258060221	1410	1569	3.381080253449462e-8	2.1549268664432514e-11
model_04	MetS	mzid_351.214299_3.8806, AGE8, sex	classif	AGE8	0.4102742324666252	0.058793736199450886	6.978196300959983	2.9899370762575435e-12	0.296048923886194	0.526655156999945	11.524337951381819	1410	1570	3.3843097766159137e-8	2.155611322685295e-11
model_04	MetS	mzid_375.217521_4.8458, AGE8, sex	classif	AGE8	0.4118339665067932	0.0590239958979721	6.977398941587801	3.0069496279964965e-12	0.297124249894852	0.5286358040261406	11.521873847079528	1410	1571	3.403566283929234e-8	2.1664966797767246e-11
model_04	MetS	mzid_317.211328_4.4230, AGE8, sex	classif	AGE8	0.4108390173028062	0.05888655370967569	6.976788272044879	3.020043097472186e-12	0.29643584953676666	0.5274065007173768	11.519986859406822	1410	1572	3.4183867820287674e-8	2.174546299000488e-11
model_04	MetS	mzid_297.184826_5.3367, AGE8, sex	classif	AGE8	0.41006778852205894	0.05879059817460489	6.975057258376243	3.057462661632275e-12	0.29584616896772103	0.5264403070916042	11.51463883795352	1410	1573	3.460741986701572e-8	2.199939487075612e-11
model_04	MetS	mzid_265.178760_2.5443, AGE8, sex	classif	AGE8	0.40990906475387273	0.05876851387850808	6.97497754667195	3.0591967070032805e-12	0.2957340719472959	0.5262413187906102	11.514392596889309	1410	1574	3.462704752657013e-8	2.199939487075612e-11
model_04	MetS	mzid_371.243077_3.3064, AGE8, sex	classif	AGE8	0.41027763023942926	0.05883308405489792	6.973587001772572	3.089602181233313e-12	0.29598017709675617	0.5267400013064583	11.510097436956299	1410	1575	3.497120708937987e-8	2.2203941009130076e-11
model_04	MetS	mzid_281.178490_4.2440, AGE8, sex	classif	AGE8	0.4098385255002535	0.05877309397443723	6.973233801142214	3.0973722939562152e-12	0.29565426305061043	0.5261790079902078	11.509006590738329	1410	1576	3.50591569952904e-8	2.2245657991935533e-11
model_04	MetS	mzid_353.232895_4.5146, AGE8, sex	classif	AGE8	0.4109563779574696	0.05893993547343485	6.972460601737408	3.1144489707234356e-12	0.2964462324597943	0.52762668599756	11.506618780511396	1410	1577	3.525244789961857e-8	2.23541204182743e-11
model_04	MetS	mzid_337.238583_4.8535, AGE8, sex	classif	AGE8	0.4117382270982219	0.05905613836815213	6.971980195038703	3.125105569827287e-12	0.29698593135044427	0.5286207722987646	11.505135307081817	1410	1578	3.537306994487506e-8	2.2416394134901814e-11
model_04	MetS	mzid_363.254815_5.0845, AGE8, sex	classif	AGE8	0.4113929266330271	0.0590099089819373	6.97159059775796	3.1337740421345106e-12	0.29673162556904215	0.5281842118609094	11.503932321138619	1410	1579	3.547118838292053e-8	2.2464337164610844e-11
model_04	MetS	mzid_395.247236_5.7311, AGE8, sex	classif	AGE8	0.40995564256078604	0.05880983026625934	6.9708693377404245	3.149884225693974e-12	0.2956955498443194	0.5263640990547369	11.50170540845366	1410	1580	3.565353955063009e-8	2.2548489884466814e-11
model_04	MetS	mzid_291.195949_4.8689, AGE8, sex	classif	AGE8	0.41001103382727294	0.05881828841665529	6.97080865262261	3.151243396531052e-12	0.29574262159527526	0.5264452015987815	11.501518051383925	1410	1581	3.566892400533497e-8	2.2548489884466814e-11
model_03	BMI8	mzid_389.192693_5.6706, AGE8, sex	regr	sex1	-0.3939292716316773	0.05602476214809164	-7.031342151714885	3.151489618979283e-12	-0.5038282883559901	-0.28403025490736444	11.501484119103951	1442	1582	3.5671710997226504e-8	2.2548489884466814e-11
model_04	MetS	mzid_315.252053_6.5557, AGE8, sex	classif	AGE8	0.41032673909421546	0.05886526296688407	6.970609123500454	3.1557163260332913e-12	0.29596307151609585	0.5268502588988647	11.500902043350925	1410	1583	3.5719553094370824e-8	2.2564468158162237e-11
model_04	MetS	mzid_315.197594_4.9305, AGE8, sex	classif	AGE8	0.40968616647084605	0.05877548939219184	6.970357383791885	3.1613685656924978e-12	0.29549442846668283	0.5260287563599686	11.500124869324761	1410	1584	3.5783530795073386e-8	2.259061287567764e-11
model_03	BMI8	mzid_353.232895_4.5146, AGE8, sex	regr	sex1	-0.3809284877332173	0.05418748376761999	-7.029824255483202	3.1848113871805314e-12	-0.48722347153135825	-0.27463350393507635	11.496916282616615	1442	1585	3.6048880091496435e-8	2.274377292838892e-11
model_04	MetS	mzid_289.180518_4.1822, AGE8, sex	classif	AGE8	0.4103363898441019	0.05887972087622135	6.96906139733106	3.19062445067347e-12	0.2959411131543527	0.5268840693677351	11.496124311005024	1410	1586	3.611467815717301e-8	2.2770919392921192e-11
model_04	MetS	mzid_297.186646_5.5863, AGE8, sex	classif	AGE8	0.4095065952068397	0.058780275447910466	6.96673487979371	3.243811279282988e-12	0.2953076408949511	0.525861172991234	11.488944420413455	1410	1587	3.6716699870204146e-8	2.3135916742409668e-11
model_04	MetS	mzid_411.117162_1.0747, AGE8, sex	classif	AGE8	0.4097543324645202	0.05882191820635644	6.966014454459616	3.2604566025177008e-12	0.29546621168837356	0.5261827761935232	11.486721575984822	1410	1588	3.6905108283897856e-8	2.3239992622101924e-11
model_04	MetS	mzid_265.178748_5.1316, AGE8, sex	classif	AGE8	0.41033991827085975	0.05891029357533618	6.965504555602075	3.272288329441214e-12	0.2958817712215045	0.5269448965537702	11.48514843655071	1410	1589	3.7039031600945105e-8	2.3309648584609884e-11
model_04	MetS	mzid_293.209055_4.6304, AGE8, sex	classif	AGE8	0.4139403794924539	0.05943196202553374	6.96494555092448	3.2853078904894274e-12	0.2984745441045274	0.5315863603474809	11.483423923250418	1410	1590	3.718640001244983e-8	2.3387672963804923e-11
model_04	MetS	mzid_361.239014_4.8299, AGE8, sex	classif	AGE8	0.4095758061428521	0.05883148022148253	6.961847714878573	3.35838434655932e-12	0.29527435295858934	0.5260280139863023	11.47386960300499	1410	1591	3.8013552418704944e-8	2.389286764217784e-11
model_01	AGE8	mzid_377.270331_3.1115, sex	regr	mzid_377.270331_3.1115	0.18264471583414993	0.02601369156589362	7.0210994610858775	3.3772541041855657e-12	0.13161604550703887	0.233673386161261	11.471436261871569	1447	1592	3.822713920527642e-8	2.40120221138671e-11
model_04	MetS	mzid_341.198428_3.9113, AGE8, sex	classif	AGE8	0.40916664278507986	0.05878219290660005	6.9607243716683245	3.3852752970948484e-12	0.2949640891400631	0.5255245011215018	11.470406007880573	1410	1593	3.831793108781659e-8	2.4053942930205015e-11
model_04	MetS	mzid_297.243396_4.7785, AGE8, sex	classif	AGE8	0.41979433252596376	0.060325893679422184	6.958775194558952	3.4324371818242916e-12	0.30260471334564637	0.53922462287762285	11.46439740218639	1410	1594	3.8851756461069154e-8	2.4373749348224063e-11
model_04	MetS	mzid_331.263757_6.2747, AGE8, sex	classif	AGE8	0.4180409542825182	0.06009923115380482	6.9558452954693495	3.5045427866466286e-12	0.30128364044415384	0.53701068655858	11.45536863338593	1410	1595	3.966791980205319e-8	2.4870169154892282e-11
model_04	MetS	mzid_353.232307_2.3281, AGE8, sex	classif	AGE8	0.4108984879367717	0.05908899871675914	6.953891534131386	3.5534486047875836e-12	0.29609465998247225	0.5278595431957913	11.449349961583188	1410	1596	4.022148475759066e-8	2.5200783088529e-11
model_04	MetS	mzid_329.175426_1.5189, AGE8, sex	classif	AGE8	0.40869708701775137	0.058773143423536685	6.953806844608584	3.555583584449228e-12	0.2945027454538377	0.5250294325299979	11.449089107534641	1410	1597	4.024565059238081e-8	2.5200783088529e-11
model_04	MetS	mzid_429.131574_6.6178, AGE8, sex	classif	AGE8	0.4086807791611051	0.05878853952895357	6.951708316547451	3.608889943909749e-12	0.2944651716109098	0.5250505060799159	11.442626361908763	1410	1598	4.084902527511445e-8	2.55625940394959e-11
model_04	MetS	mzid_424.269778_4.5919, AGE8, sex	classif	AGE8	0.40875237451795776	0.05881539353658635	6.9497515860995085	3.659299906432009e-12	0.2944848001862245	0.5251753447790904	11.436601995440698	1410	1599	4.1419615640903915e-8	2.5903449431459608e-11
model_04	MetS	mzid_305.176556_3.0172, AGE8, sex	classif	AGE8	0.4095356477006879	0.058977826823687476	6.943891793859801	3.814427153393745e-12	0.29493560544572056	0.5262629075177494	11.418570674694738	1410	1600	4.31755009492638e-8	2.6984688093289874e-11
model_04	MetS	mzid_359.222758_5.7462, AGE8, sex	classif	AGE8	0.4082368918250582	0.058794469736666376	6.943457329464897	3.826182176443863e-12	0.29400700835909044	0.5246159054323971	11.417234355704243	1410	1601	4.330855605516809e-8	2.7050940696544715e-11
model_04	MetS	mzid_359.186709_1.5200, AGE8, sex	classif	AGE8	0.40844646349297264	0.05882823693868564	6.94303424253017	3.83766349787371e-12	0.29414505855935946	0.524887765872762	11.415933108658267	1410	1602	4.343851313243252e-8	2.711517673684926e-11
model_04	MetS	mzid_389.227354_5.8234, AGE8, sex	classif	AGE8	0.4091153359669335	0.05893292738321876	6.942050126012062	3.864500314554046e-12	0.29461571115607305	0.5257690139770782	11.41290665301633	1410	1603	4.3742279060437245e-8	2.72877598630301e-11
model_04	MetS	mzid_419.165464_3.9351, AGE8, sex	classif	AGE8	0.40831203333241295	0.058838540689957454	6.939533655057212	3.933963970664992e-12	0.29399556474958966	0.5247772392743301	11.405169621898388	1410	1604	4.4528538183957047e-8	2.7760934029898407e-11
model_04	MetS	mzid_427.269562_4.3834, AGE8, sex	classif	AGE8	0.40798860176344415	0.0588028884975036	6.938240827757378	3.970125162595796e-12	0.2937394158874422	0.5243815135032349	11.401195801406192	1410	1605	4.4937846715421814e-8	2.799865838967091e-11
model_04	MetS	mzid_373.202417_4.7564, AGE8, sex	classif	AGE8	0.4081018188177873	0.058865959870830716	6.932730218164846	4.127949857302561e-12	0.2937240550426466	0.524614566527861	11.384265586775484	1410	1606	4.672426443480769e-8	2.9093564405235174e-11
model_01	AGE8	mzid_335.224113_4.4463, sex	regr	mzid_335.224113_4.4463	0.183675904704967	0.02627490724986066	6.990544360758536	4.170959065860334e-12	0.13213483155384073	0.23521697785609327	11.37976407233547	1447	1607	4.721108566647312e-8	2.9378398050076615e-11
model_04	MetS	mzid_405.103242_3.2679, AGE8, sex	classif	AGE8	0.4075441502044234	0.05881847020876985	6.9288464789697715	4.24285927632306e-12	0.2932644181448312	0.5239680781668882	11.372341372317727	1410	1608	4.8024924148700714e-8	2.986624636113229e-11
model_07	points	mzid_323.219610_4.0119	regr	mzid_323.219610_4.0119	0.18189582389195968	0.026036301918760874	6.986238846803806	4.302732420802686e-12	0.13082265204312474	0.23296899574079463	11.3662556610711	1441	1609	4.87026282710656e-8	3.026888021818869e-11
model_04	MetS	mzid_265.176929_4.6150, AGE8, sex	classif	AGE8	0.40737329286288815	0.05882625843037343	6.925024703807295	4.358994476250342e-12	0.2930733615277196	0.5238088327486308	11.360613681323109	1410	1610	4.933945847667762e-8	3.0645626383029576e-11
model_04	MetS	mzid_371.190254_5.9090, AGE8, sex	classif	AGE8	0.4077852768884553	0.05889516914867028	6.923917237746182	4.3932263649518075e-12	0.2933613334673178	0.5243663051892402	11.357216418743173	1410	1611	4.972692922488951e-8	3.086711932022937e-11
model_04	MetS	mzid_249.185309_5.3678, AGE8, sex	classif	AGE8	0.4109886086389233	0.05939651795088671	6.919405763461724	4.535420684947388e-12	0.2956042041839074	0.5285768185084115	11.343382423559179	1410	1612	5.1336426732919485e-8	3.1846418568808614e-11
model_04	MetS	mzid_483.138839_2.6750, AGE8, sex	classif	AGE8	0.4069923145718545	0.05883122001908613	6.917964890747077	4.5817780171562315e-12	0.29268675187768906	0.5234403852679566	11.338965955796878	1410	1613	5.1861145376191386e-8	3.2151981014377795e-11
model_04	MetS	mzid_281.176719_2.1781, AGE8, sex	classif	AGE8	0.4068743088904891	0.05885792892889188	6.912820690344827	4.751103468556081e-12	0.29251208357761055	0.5233705031448892	11.323205511501726	1410	1614	5.377774016058628e-8	3.331954161126783e-11
model_04	MetS	mzid_347.219225_4.4463, AGE8, sex	classif	AGE8	0.408914504986434	0.059159519181087604	6.9120660655598725	4.776452981580305e-12	0.2939517318373748	0.5259922780145705	11.320894493002646	1410	1615	5.406467129850748e-8	3.3476576655422586e-11
model_04	MetS	mzid_429.126859_2.3976, AGE8, sex	classif	AGE8	0.4065729879115592	0.0588290097870292	6.9110969126188095	4.809203520184203e-12	0.29226919418011094	0.5230139602119611	11.317926843674229	1410	1616	5.443537464496499e-8	3.368525658723081e-11
model_04	MetS	mzid_341.193104_2.0214, AGE8, sex	classif	AGE8	0.4063496343884125	0.05883282247539988	6.906852625646541	4.95524234316966e-12	0.2920415345113025	0.522801279852177	11.30493510087041	1410	1617	5.608838808233738e-8	3.468669640218762e-11
model_04	MetS	mzid_279.160972_3.6654, AGE8, sex	classif	AGE8	0.4063311670327404	0.05883617558884186	6.906145121876347	4.980005453772041e-12	0.2920081556143877	0.5227809234667189	11.302770181629478	1410	1618	5.636868173124573e-8	3.4838493035380546e-11
model_04	MetS	mzid_339.251567_6.4581, AGE8, sex	classif	AGE8	0.4065526332451128	0.05887592729102375	6.9052438229214275	5.01172728092212e-12	0.2921572345014027	0.5230859624604615	11.300012569683696	1410	1619	5.6727741092757477e-8	3.503875299120288e-11
model_04	MetS	mzid_335.256829_5.3600, AGE8, sex	classif	AGE8	0.4069687816011874	0.058941895680737745	6.904575716491336	5.03536948387894e-12	0.2924408040826844	0.523627475040249	11.297968656406816	1410	1620	5.699534718802572e-8	3.518231307902823e-11
model_04	MetS	mzid_391.254089_4.1276, AGE8, sex	classif	AGE8	0.4067565913000642	0.05891769949363186	6.903809802418179	5.062607312971982e-12	0.2922751232472022	0.5233678693786826	11.295625757863672	1410	1621	5.7303652175529866e-8	3.535080331618128e-11
model_04	MetS	mzid_265.180175_2.8168, AGE8, sex	classif	AGE8	0.4067139882225882	0.058931232778362284	6.901501445799059	5.145574785883097e-12	0.29221742425527986	0.5233627177945323	11.288566105372968	1410	1622	5.8242761001410774e-8	3.5907990753027604e-11
model_04	MetS	mzid_291.194481_4.0578, AGE8, sex	classif	AGE8	0.41007901244072564	0.05942156485546446	6.901181640675261	5.157173902679311e-12	0.29462371310801044	0.527695787127144	11.287588223702723	1410	1623	5.837405140442712e-8	3.59667599534363e-11
model_04	MetS	mzid_357.207309_5.9090, AGE8, sex	classif	AGE8	0.4067858882367558	0.05895221894044423	6.900264240226587	5.1905897961746765e-12	0.2922529989302396	0.5234829395383281	11.284783291347896	1410	1624	5.8752285902901166e-8	3.617751595006229e-11
model_04	MetS	mzid_321.243870_5.4933, AGE8, sex	classif	AGE8	0.4054870827548022	0.058826476050935654	6.892935119956974	5.465280539180054e-12	0.29118486754747164	0.5219207538695768	11.262387540303337	1410	1625	6.186151042297903e-8	3.8068621798756324e-11
model_04	MetS	mzid_333.204197_4.4840, AGE8, sex	classif	AGE8	0.414473741015969	0.06016032862414124	6.88948598677781	5.599433991155564e-12	0.2975513586428406	0.5335191191762682	11.251855870661887	1410	1626	6.337999334588984e-8	3.897908569857923e-11
model_04	MetS	mzid_287.166254_3.7643, AGE8, sex	classif	AGE8	0.4058490844316777	0.058911672274137426	6.88911159308319	5.614188721760757e-12	0.29138035846707117	0.5224495315748287	11.250712992584777	1410	1627	6.354700214161e-8	3.9057776362390903e-11
model_04	MetS	mzid_425.253289_4.9615, AGE8, sex	classif	AGE8	0.40564080494503757	0.05889891237723112	6.887067834920639	5.695406830973433e-12	0.2911996920328103	0.5222179067796426	11.244475248207134	1410	1628	6.446630991978829e-8	3.9578992744870655e-11
